vibration,current_voltage,temperature,pressure,fuel_usage,emission,torque,load_today,rpm,machine_health
5.9,312.69,68.8,5.73,5.94,0.61,455.7,68,2965,43.39
7.23,465.05,55.7,3.43,74.46,3.82,326.5,16,726,36.57
8.09,363.17,87.9,1.01,49.48,0.43,223.8,87,845,46.05
8.51,363.06,24.6,1.65,51.17,4.94,54.7,60,1246,46.12
8.56,459.93,87.5,3.99,10.78,0.46,398.3,55,2600,39.01
7.98,449.05,107.8,3.52,42.69,0.21,478.6,53,674,33.12
5.39,463.02,20.2,7.8,36.7,2.79,207.7,65,881,46.22
2.28,440.44,63.2,4.94,96.95,1.22,353.8,89,2384,40.04
6.32,415.73,112.9,9.92,37.3,2.45,282.2,12,1510,39.64
0.53,257.79,114.3,9.28,66.09,0.13,421.3,49,1842,49.98
5.29,274.53,36.1,3.36,26.14,1.76,57.0,54,1456,66.11
6.95,372.88,98.4,1.2,91.54,0.28,126.8,68,591,45.12
6.35,259.84,105.5,4.64,60.59,4.7,375.5,76,1787,32.5
9.03,347.21,98.6,1.14,44.83,3.09,118.9,85,2046,35.45
8.76,372.68,29.4,1.94,67.7,2.38,474.5,32,1436,48.02
1.74,456.05,54.9,9.71,94.7,1.22,265.8,42,2811,41.63
1.23,270.86,86.1,5.51,8.39,3.72,299.2,90,1509,55.0
3.27,390.58,88.5,4.93,31.42,3.15,184.3,80,1521,49.23
0.46,371.18,116.1,9.56,90.05,2.87,395.1,64,854,31.58
3.65,245.27,51.1,4.43,18.59,3.42,208.2,43,2219,56.81
3.34,414.59,104.4,6.15,68.69,2.77,228.2,29,2273,41.28
4.92,376.63,45.8,9.1,36.1,1.49,243.6,66,750,46.96
6.29,467.25,78.1,6.32,95.65,3.9,77.1,54,1056,32.38
7.15,216.32,106.8,8.63,44.66,2.11,155.7,87,938,39.16
0.97,469.91,118.2,9.54,57.26,2.94,289.5,97,2443,29.96
2.79,270.41,23.6,8.51,53.72,3.33,368.5,16,1986,53.84
2.39,283.52,94.9,5.79,10.78,2.9,335.0,2,1488,60.19
0.99,429.94,86.0,8.89,59.07,3.67,62.1,86,2579,39.01
5.76,221.73,59.0,1.09,7.94,1.39,448.0,12,2884,57.28
5.45,210.32,69.1,6.47,58.13,2.56,499.5,74,1148,41.56
8.58,373.69,98.4,8.55,51.53,0.49,369.0,79,2131,29.44
2.62,370.27,71.0,9.28,90.23,0.43,440.7,57,959,41.73
1.82,318.86,75.4,1.02,59.98,2.92,178.7,94,907,53.0
3.19,242.6,114.4,4.97,69.29,1.85,64.5,80,2093,49.71
8.21,346.33,87.9,4.01,82.47,3.55,334.3,35,1993,31.21
8.98,434.01,42.3,7.22,8.46,3.01,390.6,86,1032,35.62
3.72,390.71,75.5,4.17,60.41,0.23,149.4,4,2633,57.42
2.69,416.78,51.4,4.88,75.41,4.42,71.2,29,542,48.89
3.02,363.04,84.5,1.67,33.78,4.1,143.8,8,1324,56.77
9.31,459.51,72.9,8.6,11.77,3.04,261.9,43,629,28.7
2.99,203.03,70.8,5.28,18.37,3.24,272.5,32,2962,51.85
5.82,392.81,50.1,6.73,79.44,4.31,396.3,71,1099,32.46
4.86,444.99,82.5,4.97,63.79,0.87,92.6,95,2418,43.98
1.0,350.09,31.2,3.8,58.3,1.79,159.2,52,890,64.1
0.67,390.48,50.4,1.32,50.43,1.2,339.5,8,2042,69.05
9.25,460.22,87.9,6.71,17.41,0.26,411.8,54,1099,36.04
3.71,349.71,59.3,7.97,23.77,0.59,491.3,37,675,52.44
0.54,411.75,34.7,8.09,75.66,4.59,351.7,72,2187,39.92
2.98,413.78,88.2,6.04,62.19,0.64,264.4,33,1209,52.84
1.68,454.2,111.5,9.13,52.96,0.76,390.2,84,2818,31.59
8.19,357.5,25.1,2.95,50.02,0.14,489.9,98,2443,42.55
8.28,410.94,53.1,5.66,33.61,4.51,320.4,15,1950,37.73
9.7,425.27,64.1,8.0,92.64,1.39,469.9,48,501,22.66
0.36,230.08,59.9,4.54,58.9,3.76,423.3,46,2710,50.94
8.44,329.82,54.6,2.11,39.01,4.79,270.1,19,1771,45.78
1.6,224.89,95.7,2.34,97.39,4.47,441.1,82,1624,41.96
6.01,366.08,108.5,2.48,21.84,2.9,473.4,11,2323,39.59
5.72,401.65,50.9,8.59,66.36,4.15,71.8,12,2991,38.47
6.26,457.95,55.3,2.06,47.16,4.17,472.0,79,1980,33.55
1.97,378.97,24.4,6.65,55.91,2.25,154.0,94,1124,55.68
5.85,374.61,93.0,5.44,19.05,3.3,196.1,85,2857,32.14
6.11,300.46,43.8,5.18,33.92,0.46,124.3,90,1769,60.1
1.47,354.37,52.8,1.54,60.34,1.74,332.5,65,1513,61.2
9.14,245.22,91.8,1.47,34.72,0.25,114.2,27,2773,50.86
9.66,242.98,42.0,7.3,65.38,0.52,83.8,57,2314,47.53
3.08,262.9,104.5,4.13,11.93,4.08,91.3,63,1345,54.4
1.75,380.19,72.7,7.09,5.07,4.11,413.0,28,2863,42.24
7.79,410.7,91.9,2.76,79.42,3.32,251.0,26,2059,35.21
0.98,334.75,25.6,3.44,76.87,4.96,164.5,85,1695,55.63
8.84,329.36,108.4,5.52,40.21,1.02,364.3,4,1692,44.94
4.35,243.34,36.1,7.05,28.6,4.55,202.9,89,2760,44.66
6.89,305.63,111.1,3.58,80.93,1.33,459.7,73,1046,33.95
0.93,404.61,73.5,5.91,39.33,1.63,439.0,0,1053,55.84
1.17,304.22,90.0,1.43,93.65,2.8,189.4,12,2643,51.54
8.62,351.61,52.7,2.33,15.28,0.83,91.2,86,2929,46.74
7.85,378.14,62.5,9.45,24.58,0.63,112.3,47,2940,42.79
7.31,461.61,114.9,3.85,38.2,3.81,200.0,44,587,28.15
2.75,441.75,82.4,5.08,92.12,2.52,463.5,19,2474,38.83
6.25,282.33,33.3,9.48,11.17,0.3,239.3,23,778,59.85
6.14,406.81,53.0,7.57,33.9,3.17,435.2,21,2514,38.42
3.36,339.29,85.3,8.84,23.91,1.51,196.0,22,2049,55.38
7.24,299.97,65.5,6.29,92.0,3.13,459.3,100,1466,32.7
8.22,226.65,29.9,1.39,98.03,3.45,57.0,81,752,48.59
5.7,219.09,100.9,5.23,8.6,4.98,385.2,87,2345,32.59
6.03,269.11,113.2,6.55,61.94,4.53,74.4,8,2468,36.95
1.93,295.14,105.7,1.34,36.72,3.74,76.3,6,582,56.27
3.75,452.05,48.5,5.12,65.55,0.46,376.2,39,610,49.82
2.99,208.76,35.9,6.38,36.69,0.7,265.1,49,733,65.02
7.86,319.34,60.9,9.31,44.48,1.63,61.4,90,2005,44.48
7.77,217.46,112.8,5.0,12.93,1.96,97.9,72,1428,48.56
9.54,234.85,115.3,8.27,26.73,1.41,499.5,97,1485,32.53
5.96,353.26,34.9,9.77,23.48,3.53,167.6,96,1838,45.09
5.57,295.11,45.9,4.31,26.35,2.9,117.0,59,1469,59.57
5.64,303.54,76.9,4.83,84.5,3.11,269.0,11,2111,45.03
6.52,241.99,70.1,4.17,5.38,0.81,467.1,96,2525,46.77
5.14,405.64,109.9,6.95,43.07,0.93,146.8,60,696,39.92
4.4,413.31,42.6,1.04,33.14,3.26,133.4,43,2634,53.69
5.91,315.47,113.5,7.04,39.27,3.75,70.1,49,1131,39.08
6.19,295.58,66.3,9.38,38.63,3.5,139.5,15,2787,41.65
6.77,390.06,114.7,4.23,62.52,0.36,486.5,26,2410,36.72
7.79,410.26,68.0,4.13,47.22,1.01,178.7,2,816,49.02
8.05,471.92,101.7,4.95,34.67,2.26,285.5,85,2778,26.96
9.25,338.78,73.8,3.58,8.81,4.28,69.9,80,2189,39.95
8.37,294.87,101.0,4.14,12.66,0.59,466.3,99,2597,33.89
7.51,351.95,60.6,2.33,74.69,0.16,69.6,81,1489,57.12
1.15,260.66,105.5,2.97,94.48,2.0,373.5,37,1864,52.2
9.72,360.83,23.6,8.35,19.33,4.83,183.2,86,728,31.73
9.18,326.01,51.7,1.72,48.97,2.45,352.6,98,2301,38.67
3.6,322.9,69.3,8.75,69.82,2.56,454.6,96,2631,30.21
4.02,478.38,23.7,1.43,45.97,2.55,74.0,56,2321,55.91
2.17,314.97,95.3,4.08,58.5,0.57,369.7,81,1575,53.74
9.67,206.6,76.2,2.74,13.43,1.79,236.8,69,700,45.11
7.74,402.4,20.8,1.81,68.39,0.41,231.9,42,1085,58.98
6.36,442.34,32.5,7.73,22.19,3.0,472.4,8,932,42.19
5.46,475.47,59.5,2.81,80.07,0.72,492.4,97,892,37.85
7.28,343.94,83.7,1.48,83.74,4.12,294.2,40,1335,39.24
3.72,479.82,50.1,8.42,98.33,4.03,253.1,25,2539,32.0
2.14,469.59,71.0,1.96,71.01,2.99,193.1,7,2416,51.44
1.35,397.34,42.2,7.0,11.11,3.84,210.9,36,2821,52.9
7.68,430.89,51.6,7.49,6.79,2.02,441.0,71,2976,30.15
3.68,372.68,117.3,2.1,58.96,0.67,51.6,67,2012,51.93
5.9,309.85,43.6,2.82,86.75,3.29,94.6,72,3000,42.38
7.86,436.3,42.7,8.46,85.31,2.04,67.1,75,1976,36.6
2.62,238.52,26.5,9.69,6.27,3.83,73.0,30,692,61.32
7.3,269.85,41.5,7.62,12.48,2.63,142.1,80,2778,42.73
7.91,318.06,49.2,1.39,79.98,3.33,370.7,76,2155,38.71
5.83,283.66,48.1,3.64,17.37,4.23,173.3,55,2869,47.91
2.78,201.17,53.0,1.5,32.67,0.13,242.1,96,1941,67.13
4.83,379.28,111.9,2.5,61.13,0.13,222.6,34,2208,49.23
0.2,358.84,20.2,6.4,42.89,1.09,83.2,44,1650,74.26
9.87,450.9,21.2,1.63,74.21,0.92,282.6,18,2265,46.92
4.92,474.54,47.2,5.48,65.32,5.0,263.5,32,1578,42.82
3.37,409.1,43.4,6.16,43.71,3.13,312.0,9,2508,49.02
6.37,318.59,104.6,8.8,10.38,3.26,238.5,15,2680,36.0
6.0,231.66,97.2,1.49,37.35,3.72,270.2,70,2082,42.61
2.77,245.22,48.9,7.17,73.05,0.28,161.2,98,2766,53.72
4.35,447.15,94.8,4.41,66.86,0.18,265.4,76,2002,42.9
9.31,204.89,81.6,4.87,25.35,0.22,454.6,47,625,46.52
8.85,475.56,109.3,6.79,41.81,3.06,351.5,82,1214,22.92
3.92,208.38,119.3,1.17,96.38,2.94,450.3,10,678,41.99
0.12,450.14,38.8,9.39,10.96,4.8,205.2,76,1693,51.89
5.35,303.29,27.6,1.02,81.42,2.5,495.4,98,2222,44.14
3.92,316.01,94.6,8.12,44.31,2.25,338.4,60,2174,41.41
0.84,418.83,55.0,8.48,64.37,0.77,373.6,91,2923,41.64
8.93,324.52,42.2,6.52,87.62,2.9,151.6,74,1533,38.97
0.59,432.25,102.8,9.36,97.5,3.14,463.4,2,1509,39.01
6.95,264.94,69.3,9.31,53.37,0.91,403.9,94,2640,32.98
3.63,378.67,100.2,9.21,8.92,4.73,289.0,23,2088,39.83
7.87,234.92,55.9,3.57,77.02,2.25,359.5,65,2761,38.45
9.84,396.48,117.5,1.83,7.02,3.47,211.8,76,2851,27.3
0.48,345.63,22.1,5.48,13.89,1.59,102.8,83,2256,66.93
1.44,476.56,55.1,6.44,18.14,3.62,479.1,54,1406,46.8
2.99,374.71,50.4,5.91,44.77,0.38,278.3,57,1263,60.3
8.55,459.43,89.9,1.8,25.85,4.25,262.9,11,697,36.66
1.94,415.89,47.8,6.98,18.68,0.8,474.7,1,2213,60.56
4.08,432.03,28.8,7.59,31.42,0.88,201.3,34,2483,54.45
2.72,445.17,78.9,7.78,81.56,1.43,457.9,60,2388,35.55
9.58,384.96,75.4,7.4,10.88,1.73,350.4,21,2635,37.08
7.78,430.35,21.7,1.61,10.2,1.53,449.1,1,1113,58.87
4.52,423.02,97.0,9.44,72.91,1.63,175.3,15,2718,37.34
8.65,468.63,46.3,6.56,9.19,0.36,421.2,3,2432,44.34
7.47,231.5,75.9,5.95,80.17,0.17,154.7,94,2464,43.57
0.11,306.26,48.4,5.18,74.46,0.28,420.1,100,822,57.79
3.76,265.25,53.7,8.67,89.52,1.88,436.2,13,841,46.36
2.07,442.39,83.7,2.23,76.17,1.21,98.4,13,2093,60.48
3.51,201.23,75.4,2.07,12.38,0.21,447.4,2,1139,71.78
4.01,219.31,72.2,3.13,12.45,3.07,199.0,14,2569,60.62
3.38,338.25,72.3,6.21,71.41,3.18,199.6,33,750,45.57
8.16,331.0,82.4,6.3,45.78,3.22,474.6,3,2184,33.45
9.14,226.95,65.6,2.53,87.08,1.03,93.4,49,2057,52.64
1.01,469.2,31.7,1.94,99.06,0.21,261.9,25,870,65.12
5.07,380.5,119.5,7.03,98.55,0.3,270.6,44,2581,34.22
0.87,222.8,33.0,7.15,32.93,1.05,145.4,11,1993,75.2
9.84,313.24,112.2,9.03,73.79,4.79,266.9,28,990,22.09
4.98,306.35,43.2,2.31,38.6,1.53,454.6,11,801,56.86
8.73,331.72,23.8,2.55,91.13,1.94,465.8,59,2113,42.62
8.45,214.83,34.8,8.14,26.54,1.12,60.1,0,848,62.68
8.36,457.56,53.3,5.88,14.64,1.01,366.7,18,2840,40.63
0.9,440.04,71.2,7.76,53.44,0.85,307.1,50,2552,49.35
4.85,243.81,51.6,1.98,76.94,1.18,443.6,95,1893,48.85
7.71,365.27,85.7,8.34,34.08,2.31,174.1,11,1729,46.19
2.51,387.8,22.7,2.45,65.56,0.98,148.5,44,1907,66.72
6.37,451.13,24.2,3.09,58.53,0.81,280.8,99,2805,41.46
1.15,257.48,64.8,7.84,45.94,2.69,370.3,76,2503,47.87
0.73,469.46,33.4,5.43,98.65,2.16,298.2,41,1773,52.87
5.37,364.71,79.7,7.27,90.26,1.12,122.2,91,1562,41.99
1.9,396.56,33.8,7.13,29.52,4.81,207.0,74,1759,48.72
8.73,440.65,42.4,9.22,29.5,0.83,162.6,6,2003,47.73
4.22,252.1,107.1,4.33,33.86,2.99,343.1,30,1866,48.24
8.02,435.55,54.9,3.98,83.11,3.72,237.4,42,2087,36.01
4.85,218.63,64.2,6.96,10.97,3.51,358.2,45,2700,44.92
9.5,236.99,106.7,6.08,60.61,2.99,300.6,11,2865,31.94
2.75,464.49,109.8,2.99,50.69,3.54,461.0,9,2846,35.93
1.29,448.88,49.8,3.52,60.59,3.64,136.8,49,2626,48.46
9.22,314.14,57.3,1.26,59.8,2.71,429.8,60,2995,33.73
1.85,313.96,90.7,7.2,80.12,4.51,239.8,64,2957,30.89
4.47,404.23,106.2,5.2,20.72,2.9,79.6,8,1704,51.85
0.1,395.01,37.6,2.43,73.99,4.85,238.8,47,1069,55.64
7.38,221.13,68.4,4.29,85.07,0.33,265.3,42,2131,50.01
6.48,237.02,30.5,8.41,50.86,1.52,461.3,86,1802,45.24
3.19,213.37,53.3,4.6,68.0,1.99,445.5,87,1137,52.94
2.91,340.87,63.5,5.67,86.79,0.8,412.5,40,2247,51.04
5.31,233.25,44.6,1.43,66.46,3.37,420.8,31,1162,52.97
3.71,272.83,114.2,1.49,16.19,4.08,117.4,54,2094,50.52
3.5,347.9,70.2,1.64,61.32,2.02,285.1,32,1861,55.02
5.39,418.99,115.8,2.64,69.02,3.48,494.4,49,1379,33.16
6.93,451.93,60.4,5.41,82.3,4.75,197.3,58,2672,28.54
1.1,330.28,93.1,4.79,5.37,2.79,91.6,13,679,62.78
4.33,430.79,107.8,5.31,20.24,1.53,203.1,92,1041,43.92
8.43,480.0,58.6,8.98,67.05,0.86,267.5,12,1307,41.77
7.08,211.19,103.7,2.99,25.0,1.87,398.4,57,1724,46.05
4.98,397.82,55.1,4.53,54.7,4.18,396.8,16,674,41.11
0.13,242.35,42.1,9.95,20.31,4.6,107.1,22,2342,58.89
0.29,406.35,50.3,3.34,15.05,2.26,283.2,40,1274,64.44
1.86,275.92,73.3,2.1,29.05,2.21,319.7,82,1969,57.46
6.51,419.45,31.1,6.24,65.62,4.52,145.2,4,526,41.17
1.18,440.54,118.9,4.52,28.79,3.49,440.1,34,828,41.36
4.54,450.37,40.3,6.76,6.95,2.28,291.8,51,2759,45.38
2.82,227.25,59.4,5.01,28.59,1.08,435.0,77,655,53.84
7.1,464.59,72.8,9.26,73.04,2.08,295.1,89,2228,26.3
9.77,310.45,32.9,1.08,48.26,4.5,352.6,92,867,34.75
7.75,257.48,89.7,5.36,44.58,2.8,72.9,12,784,48.33
9.05,210.98,69.6,6.02,36.48,4.43,50.4,22,541,44.16
3.35,326.48,64.6,3.54,51.82,2.6,51.5,24,2382,56.91
2.28,369.19,37.8,2.51,88.62,1.03,70.6,81,2892,55.17
0.93,275.97,74.5,4.49,22.24,3.54,183.2,36,1928,59.96
3.65,396.38,54.4,4.98,49.68,0.15,257.2,6,845,61.03
2.36,272.44,50.7,1.28,37.28,2.07,443.3,70,1815,60.25
0.54,244.8,112.2,9.14,82.26,0.12,375.2,29,854,49.79
9.77,253.33,25.7,5.01,92.4,2.71,424.3,42,2990,33.11
4.71,406.1,92.1,2.45,64.77,2.15,207.2,46,2447,44.54
4.75,242.66,98.2,3.26,36.96,1.55,241.2,11,1204,59.41
2.64,375.74,98.7,4.3,63.04,2.77,471.3,88,2299,36.5
1.98,305.23,23.3,5.4,51.58,1.66,483.9,36,2309,56.13
0.12,357.05,39.5,2.75,82.08,2.26,323.1,30,2026,60.32
7.12,331.53,70.2,8.97,85.75,0.11,364.1,51,1762,41.6
2.07,263.79,46.7,9.84,39.33,3.27,338.4,20,731,51.49
6.36,296.18,95.5,6.17,46.8,4.89,87.0,58,2404,33.0
8.35,473.77,25.5,8.79,84.4,1.53,256.7,8,2641,38.32
0.16,236.26,111.6,3.63,23.31,1.95,357.6,14,1799,62.48
5.88,368.03,56.3,2.75,48.71,3.86,108.4,74,1735,47.46
9.42,273.36,106.3,6.84,45.22,3.95,147.8,79,1055,29.06
5.71,408.95,89.5,3.96,95.9,4.08,114.3,93,1999,31.7
6.35,245.77,42.6,6.6,71.49,3.1,310.8,28,1616,49.8
8.37,215.2,84.6,1.87,93.05,3.71,481.0,14,823,37.15
8.43,273.15,119.2,5.34,81.01,0.56,318.2,17,1784,42.92
4.59,406.29,58.5,9.03,55.83,2.06,95.9,26,2165,50.6
2.75,444.3,36.4,3.53,29.64,3.81,117.0,53,657,54.66
2.54,243.74,50.5,8.84,87.7,2.79,202.5,93,583,42.74
2.44,405.96,98.0,3.19,16.39,4.65,381.8,10,1300,49.66
5.33,443.84,77.9,5.78,47.34,2.33,90.9,92,879,38.69
1.33,416.33,87.1,5.09,57.7,1.94,68.5,98,2208,47.78
0.3,263.0,59.3,2.48,56.77,1.44,184.1,57,1354,69.02
9.16,365.16,98.2,2.15,99.51,4.8,360.9,75,1664,23.72
5.58,437.55,91.9,2.14,79.43,3.45,207.5,91,1396,35.34
6.42,223.29,77.2,8.45,14.68,4.14,111.0,28,1199,50.1
9.48,454.03,42.1,1.72,14.43,1.82,73.2,23,1314,55.79
2.83,459.74,59.4,5.96,10.96,2.63,338.9,85,1334,48.56
3.49,377.05,84.3,8.89,47.05,3.08,460.6,36,1721,40.26
3.99,422.36,97.7,3.85,14.78,2.65,63.0,6,649,51.57
5.77,259.69,45.1,7.47,35.06,1.32,78.2,34,2881,54.55
5.19,383.17,65.9,5.87,78.21,2.44,66.8,54,628,43.79
6.54,394.11,31.8,9.92,80.38,0.83,118.6,13,1350,54.86
0.87,406.37,42.1,1.93,85.41,4.54,227.7,45,1957,53.59
5.07,453.12,27.5,8.96,46.13,0.2,146.3,33,2574,51.83
5.45,276.93,105.4,9.55,14.25,3.35,96.0,65,2779,36.18
8.85,246.39,37.1,3.6,11.21,1.65,300.6,80,2803,44.98
3.42,463.12,35.8,1.34,54.92,0.36,396.5,58,2982,50.16
2.22,379.17,73.3,3.72,31.0,3.68,55.4,29,2535,52.8
1.39,379.05,27.6,8.68,99.89,4.93,404.2,3,933,45.5
5.73,261.96,86.2,3.61,74.68,2.67,225.2,61,857,42.98
4.25,301.92,44.7,7.65,27.5,1.59,483.4,50,1394,55.6
5.81,210.67,23.5,6.94,20.51,1.76,285.4,65,2747,54.48
1.1,241.69,90.1,1.48,73.51,1.83,124.5,61,2732,54.88
2.77,475.1,33.7,2.73,18.55,3.18,138.3,46,629,55.11
9.66,333.89,86.6,7.6,80.41,2.72,86.4,38,1816,33.87
1.99,375.05,22.8,7.41,31.66,3.47,105.9,89,1805,54.61
3.5,285.69,25.2,4.59,9.01,4.61,75.3,57,688,58.79
3.4,303.08,47.1,6.85,48.11,2.98,79.7,90,1038,53.86
3.85,220.71,25.2,9.55,37.66,2.85,187.4,27,2358,59.29
3.73,434.77,119.2,9.88,61.3,2.85,288.7,34,2264,30.46
0.94,274.0,50.7,4.52,10.22,4.83,357.0,6,807,58.63
0.43,475.33,100.1,1.67,6.92,4.46,233.2,72,642,46.59
3.07,310.65,54.4,3.2,35.02,4.96,180.0,65,950,50.72
8.55,379.77,54.0,6.52,37.36,1.08,487.6,34,2667,36.07
6.88,341.81,103.5,7.36,73.08,3.17,348.0,86,1879,25.87
5.48,378.61,97.3,8.65,70.72,3.13,328.6,46,1592,36.29
7.17,436.79,77.1,6.48,34.04,0.72,180.6,5,2559,46.26
4.78,424.26,29.4,2.93,8.38,4.71,263.0,63,1899,48.51
0.52,202.11,79.5,7.63,14.35,4.83,404.3,56,660,46.35
9.87,308.05,62.2,6.83,34.06,3.36,307.0,54,897,35.57
2.19,312.2,75.8,5.38,20.04,4.63,123.1,62,2493,48.78
9.05,418.85,106.9,6.71,81.05,4.03,384.4,47,2391,17.12
8.95,400.18,65.4,6.02,5.98,1.2,208.4,53,1160,46.31
8.19,208.05,36.4,5.01,61.41,1.83,243.1,40,2231,51.81
9.28,476.36,115.5,4.51,84.14,4.58,352.5,97,2694,5.47
8.38,405.73,34.5,4.11,61.11,3.35,322.9,21,2371,38.33
8.46,215.1,23.6,1.87,95.86,2.13,120.3,3,1952,58.72
6.92,409.7,80.3,9.78,38.65,0.87,349.5,83,2184,35.45
9.75,288.9,28.3,9.26,91.52,2.38,404.2,36,2202,35.6
1.26,393.81,48.9,4.45,27.43,0.43,466.4,52,2112,60.27
9.84,455.55,29.9,9.7,82.91,4.58,115.6,5,1478,35.86
2.69,276.54,51.7,7.85,90.27,2.62,457.4,35,1903,46.94
1.18,247.78,53.2,1.1,60.86,4.77,416.9,59,1675,53.24
7.99,449.88,76.1,9.59,47.29,2.29,67.4,26,2530,36.8
7.0,225.25,45.9,9.07,57.74,0.1,372.9,47,2024,49.79
6.64,435.36,76.9,2.37,70.73,3.92,410.4,89,2439,26.46
6.21,309.62,29.2,5.19,68.88,1.11,120.2,47,1155,58.69
6.6,344.5,46.6,8.2,56.06,1.46,179.4,93,1807,46.51
3.03,220.8,116.7,2.26,54.52,3.77,146.1,58,2389,45.01
1.63,209.16,108.7,4.96,5.05,2.86,69.4,85,2097,56.3
7.72,395.71,109.9,9.88,44.52,2.34,74.5,92,1461,33.77
4.25,369.24,72.5,6.53,90.12,2.1,200.0,47,1850,45.01
9.15,313.43,110.0,7.58,83.21,0.29,273.3,70,1715,35.96
6.79,467.61,23.5,5.65,76.4,4.65,277.8,56,2433,34.56
1.2,435.79,74.3,6.16,30.32,2.26,79.6,73,2323,52.12
0.59,351.91,80.6,4.16,26.09,3.49,414.5,18,1633,58.25
7.34,354.73,87.9,2.19,68.08,0.44,401.7,34,1734,46.63
8.97,211.35,44.5,7.24,64.9,1.07,495.4,39,2819,37.27
1.99,328.06,104.6,7.58,83.89,2.82,343.8,92,1716,37.84
2.27,279.4,60.8,7.96,61.55,1.95,142.9,22,1757,60.0
8.19,239.35,53.4,5.56,46.54,3.68,303.3,3,2849,40.88
8.75,224.43,56.0,4.05,85.12,0.97,437.7,16,2326,45.53
1.51,260.26,26.5,9.45,42.95,4.59,156.4,28,958,55.96
4.16,471.22,70.8,8.75,79.26,1.37,283.8,74,1872,37.97
6.08,439.8,102.5,9.17,64.37,0.52,58.1,64,582,37.18
6.26,212.32,23.6,4.89,90.48,0.64,113.6,36,1063,63.4
3.32,223.6,56.8,7.3,27.32,2.34,124.4,91,1646,57.02
3.86,299.17,67.2,4.44,66.16,2.4,251.7,60,1814,51.47
3.99,424.53,96.7,8.32,68.5,2.42,82.0,55,1642,43.34
9.41,372.04,60.0,9.2,61.94,1.24,388.9,80,2635,24.92
9.98,276.27,28.1,5.97,68.06,1.9,122.7,84,2753,39.51
3.23,473.74,29.3,2.72,28.0,1.67,449.2,55,2337,52.23
0.68,316.07,79.6,6.97,64.49,3.93,350.8,33,1869,49.72
3.74,432.83,88.1,2.63,84.33,1.8,66.3,80,2199,44.59
1.93,270.81,103.8,6.59,5.22,2.42,152.1,27,970,59.63
4.59,421.8,20.9,8.91,49.59,1.94,173.4,77,1299,52.48
2.77,312.05,45.5,3.39,27.44,1.27,168.9,10,1109,69.6
3.93,355.44,67.7,4.28,79.96,0.92,478.7,35,822,48.73
7.8,470.24,85.4,3.68,20.37,3.77,153.3,44,1536,41.09
5.98,471.42,111.6,5.55,23.63,0.13,193.0,91,2910,33.39
6.86,257.36,39.3,4.39,94.9,2.44,130.0,13,1567,58.21
0.91,384.5,100.9,9.13,51.66,4.37,224.2,62,1231,39.21
6.21,246.8,20.9,1.88,97.41,4.39,374.5,61,1457,47.91
5.84,360.24,89.8,1.59,30.72,4.89,393.9,0,771,40.12
8.18,470.36,108.9,6.69,55.75,0.47,491.6,13,2374,30.89
7.38,396.33,59.4,2.1,61.03,1.15,185.1,45,889,51.23
8.69,261.77,65.6,2.49,17.41,1.31,66.3,30,2675,56.74
1.04,332.35,21.2,6.86,90.18,1.82,445.7,61,1049,52.27
5.94,437.04,64.8,5.45,32.95,1.65,154.3,78,1558,47.34
9.09,427.81,52.8,8.24,73.15,3.71,155.9,90,2783,20.78
9.02,326.02,76.9,6.35,75.2,3.71,494.0,0,2496,28.57
7.09,474.29,53.8,1.22,95.18,2.26,145.1,100,561,36.93
4.37,399.65,61.6,7.02,50.46,3.01,95.9,96,768,41.61
7.73,449.02,40.3,4.49,45.27,2.5,449.3,29,1147,43.76
3.8,358.11,35.7,3.63,12.07,4.13,151.1,67,1006,56.86
6.47,349.61,117.1,4.66,38.85,4.52,191.1,85,2106,29.03
6.28,443.37,118.5,3.0,57.41,0.34,291.9,86,1722,40.32
6.4,476.01,118.8,6.19,99.58,4.59,227.1,100,1541,17.6
8.52,216.11,53.5,5.92,71.21,3.41,114.4,97,2772,33.51
2.0,263.8,100.7,6.73,69.9,4.05,204.3,56,2120,44.4
9.37,423.82,32.3,2.04,73.21,0.4,63.9,30,1534,56.49
3.1,329.51,36.9,6.06,81.44,3.18,398.5,100,2789,37.17
6.31,405.24,109.7,9.23,25.42,2.18,337.3,42,1711,36.43
8.36,323.68,46.7,2.56,75.86,1.56,65.3,62,1726,54.22
3.2,478.62,64.1,8.56,28.04,1.01,145.5,60,2197,48.72
1.39,350.58,56.2,2.1,58.01,1.79,181.5,93,2548,55.57
0.26,215.54,47.3,2.33,79.16,0.96,381.5,63,1006,66.75
8.65,417.34,92.3,9.86,52.07,1.58,51.2,43,762,36.24
1.87,448.09,33.8,3.09,73.97,2.38,287.6,29,1267,56.93
8.29,372.19,72.1,3.5,97.39,2.68,164.5,51,656,35.6
5.28,442.09,49.7,3.7,10.3,1.8,105.6,69,1584,59.29
6.39,322.19,113.7,3.78,6.55,4.63,409.8,5,840,37.65
8.75,469.13,26.1,7.01,91.65,2.73,291.0,35,2134,36.21
6.17,375.17,78.6,9.09,75.82,0.57,59.2,90,2848,35.53
4.5,279.39,67.5,7.6,89.93,4.21,469.2,42,1982,35.61
3.23,448.0,53.1,8.28,51.6,3.78,123.0,35,1072,47.73
3.75,255.66,102.2,3.11,30.92,0.97,462.3,97,1123,49.82
5.98,320.21,64.9,4.74,72.82,2.66,171.6,75,1150,46.33
